jasonwu,Jason,Wu,jwu,jwu@gmail.com,"chicken,fish,cow,duck,rabbit","The Lightning Thief, The Sea of Monsters, The Beginning of the End, The Titan's Curse, The Last Olympian","China, Japan, Korea, Germany, France","Fried Chicken, Pizza, Sushi, Hamburger, Fries","League of Legends, Genshin, Overwatch, Epic Seven, Minecraft","Spider-Man Homecoming, Iron Man, Iron Man 2, Iron Man 3, Guardians of the Galaxy","Comfortably Numb, Shine On You Crazy Diamond, Wish You Were Here, Time,  Money","Javascript, Java, Python, Mips, C","Atlanta Braves, Reno Aces, BC lions, Atlanta Hawks, Brooklyn Nets","Arcane, Inside job, Squid Game, The Office, Avatar"
jasozheng,Jason,Zheng,joemama,joemama@joedad.com,"Chicken, Cow, Pig, Duck, Fish","Applied Combinatorics, The Algorithm Design Manual, Introduction to Linear Algebra, Probability and Statistics for Science and Engineering with Examples in R, The Data Science Design Manual","Chad, Swaziland, Christmas Island, North Korea, Virgin Island","Chicken Wing, Steak, Ice Cream, Pizza, Crab Leg","GTA5, Valorant, League of Legend, Minecraft, CSGO","Spider-Man, Superman, Iron Man, IT, Insidious","Comfortably Numb, Shine On You Crazy Diamond, Wish You Were Here, Time,  Money","Brainf*ck, LOLCODE, Whitespace, Python, Java","Nets, Knicks, Lakers, Giants, Yankees","Squid Game, Alice in Borderland, How I met your mother, Simpsons, Crash Landing on You"
jattam,Jason,Tam,jattam,jattam@gmail.com,"chicken, fish, shrimp, cow, duck",,"Japan, Korea, Singapore, France, England","Spaghetti, Pizza, Burgers, Sushi, Tacos","TFT, Valorant, Pokémon, Osu, Minecraft",,,"Java, Javascript, Python, C++, Haskell",,"The Office, Arcane. Squid Game, Family Guy, Avatar"
jcchan,Jonathan,Chan,jchan,jon@gmail.com,"Pig, Cow, Chicken, Salmon, Cod",,"Korea, Germany, Hong Kong, Greenland, Bangladesh","Tomato, rice, egg, pork, onions","Mount and Blade, Underrail, League, Borderlands 2, Eternal Return","Shaolin Soccer, God of Cookery, Fight Club, Parasite, Wall-E","?, ?, ?, ?, ?","Java, Javascript, Python, C#, Kotlin","Yankees, Mets, ?, ?, ?","Community, Power Rangers Jungle Fury, Power Rangers Mystic Force, Power Rangers RPM, Ping Pong the animation"
jefhu,Jeffrey,Hu,candice,whoasked@deez.com,"Chicken, cow, lamb, fish, turkey",,"Japan, Korea, Italy, Greece, Spain","Fried Chicken, Steak, Dumplings, Pasta, Pizza, ",,,,"Java, Python, JavaScript, R, Mips","Hornets, Bulls, Nets, Celtics, Knicks",
jenfu,Jenny,Fu,jennny,jennny@gmail.com,"Squid, Chicken, Shrimp, Cow, Fish",,"South Korea, Japan, China, France, Italy","Sashimi, Sushi, Korean Fried Chicken, Eggs, Strawberries",,"Parasite, Coco, Shangchi and the Legend of the Ten Rings, Soul, Godzilla vs. Kong",,,,"Alice in Borderland, Squid Game, Behind Her Eyes, Money Heist, The 100"
jiajunchen,jiajun,chen,jiajunchen,jiajun@gmail.com,"chicken, cow, crab, pig, tucky",,"China, France, Germany, Italy, United State","Pizza, sushi, seafood, french fries, apple","lol, steam, apex, among us, call of duty","arcane, you, money heist, the queen gambit, 100","easy on me, chasing pavements, hello, cut throat, water under the bridge","Python, react, JavaScript, Java, C++","Nets, Lakers, Warriors, EDG, RNG","arcane, you, money heist, the queen gambit, 100"
jiayihe,Jia Yi,He,jiayihe,jiayihe@gmail.com,"chicken,cow,fish,shrimp,pig","?,?,?,?,?","China,Korea,Japan,Italy,Chile","Hotpot, Fried Chicken, Ice Cream, Steak, Sushi","PUBG Mobile, Arena of Valor, Candy Crush, 2048, Tetris","Avengers,Green Book, Frozen, The Great Gatsby, Spiderman","?,?,?,?,?","Java, Python, Mips, JavaScript","?,?,?,?,?","Game of Thrones, Modern Family, Squid Game, Spongebob, Tom and Jerry"
jinli3,Jin,Li,jinkies,jinki@gmail.com,"Fish, Duck, Lobster, Pork, Crab","The Little Prince, To Kill a Mocking Bird, Hillbilly Elegy, When Breath Becomes Air, Waiting for Godot","Spain, France, Switzerland, Monaco, Russia","Sushi, Peking Duck, tteokbokki, noodles, gummy bears","Tetris, 2048, PUBG, Mario Kart, FIFA","The Great Gatsby, Elf, Romeo and Juliet, Roman Holiday, Home Alone","Wish You Were Here, Comfortably Numb, Time, Us & Them, Goodbye Blue Sky","Python, JavaScript, Java, R, SQL","Knicks, Lakers, Patriots, Yankees, Giants","Friends, The Big Bang Theory, Two and a Half Men, Sex Education, iCarly"
jjcai,Justin,Cai,jjcai,dog@dog.com,"Cow,chicken,pig,lobster,shrimp",,"Japan,South Korea,France,Canada,Spain","Steak,Fried chicken,sushi, fries,baconeggandcheeseonaroll","Minecraft,League of Legends, Valorant, CSGO, Rust",,,"Python,JavaScript, Java, C++,C",,
jkartzman,Joshua,Kartzman,jkartzman,josh@josh.com,"Cow,chicken,pig,lobster,shrimp","Manufacturing Consent, Watchmen, Golem XIV, Foundation, Solaris","Japan,South Korea,France,Canada,Spain","Steak, Sushi, Salmon, Knish, Pancakes","Yakuza 0, Tetris, Chess, Apex, EU4","The Dark Knight, Rain Man, Citizen Kane, Star Wars, Gladiator","Wish You Were Here, Comfortably Numb, Time, Us & Them, Goodbye Blue Sky","Python, JavaScript, Java, R, SQL","Knicks, Lakers, Patriots, Yankees, Giants","Breaking Bad, SAO, Curb Your Enthusiasm, House"
jlfong,Jason,Fong,jlfong,jlfong@fong.com,"Beef, Pork, Salmon, Chicken, Lamb","Reading, is, very, hard, Data Structure Textbook","China, Korea, Japan, Hong Kong, Taiwan","Dumplings, Fried Rice, Noodles, Steak, Sushi","CSGO, Valorant, League of Legends, Arma 3, hearthstone",,,"Java, JavaScript, Python, English, Chinese",,"Alice in Borderland, Squid Game, Behind Her Eyes, Money Heist, The 100"
jnweinstein,Jacob,Weinstein,jnweinstein,abcd@rfg.com,"Jaguars, Lions, Tigers, Cougars, Mountain Lions","Anna Karenina, Great Expectations, War and Peace, Pride and Prejudice, Book12","Austria, Argentina, Vietnam, Arugula, Aruba","Chocolate, Brownies, Cookies, Cakes, Eels",,,,"Python, JavaScript, Java, Ocaml, Haskell",,
johbernard,Johairi,Bernard,johbernard,johbernard@sbu.com,"cow, chicken, fish, shrimp, crab","?,?,?,?,?","Jamaica, Puerto Rico, Spain, Japan, Canada","Pizza, Poke Bowls, Steak, Fried Chicken, Halal","GTA V, Warframe, Ghost of Tsushima, Red Dead Redemption, Call of Duty","?,?,?,?,?","?,?,?,?,?","Java, Python, JavaScript, Mips, ?","New York Yankees, Boston Red Sox, Toronto Blue Jays, Cincinati Reds, Golden State Warriors","?,?,?,?,?"
jonmin,Jonathan,Min,jonmin,jonmin@email.com,"Cow, Chicken, Pig, Fish, Shrimp",,"Japan, South Korea, Australia, Singapore, China","Steak, Burgers, Quesadillas, Sushi, Pizza","Witcher 3, Sekiro, Batman Arkham City, Deus Ex Human Revolution, CS:GO ",,,"Python, Java, JavaScript, OCaml, R",,"Fullmetal Alchemist Brotherhood, Naruto, Archer, Demon Slayer, Transformers Prime"
joolee,Joonyoung,Lee,joolee,jy73036476@naver.com,"Beef,Pork,Chicken",,"South Korea, Philippines, Ukraine, Spain, Germany","Steak, Ramyeon, Fried Chicken, Soju, Beer","League of Legend, Startcrfat, Kartrider, TFT, Overwatch","Titanic, Notebook, Ironman, Sound of Music, Harry Potter",,"Java, R, Python, C, OCaml","FC Barcelona, Paris Saint-Germain, FC Bayern Munich, New York Yankees, Goldent States Warriors",
joshmathew,Joshua,Mathew,joshmathew,jmath@india.com,"Salmon, Chicken, Lamb, Goat, Lobster","War and Peace, The Brothers Karamazov, The Sound and the Fury, No Country for Old Men, Screwtape Letters","Greece, Russia, Spain, Ireland, Georgia","Pizza, Pad See Ew, Chicken Tikka Masala, Pho, Sushi",,"Get Out, The Lord of the Rings, Inception, Great Gatsby, Iron Man 1",,"Java, Javascript, Python, Ruby, C++","Knicks, Giants, Islanders, Mets, Manchester United","The Office, Everybody Hates Chris, Drake and Josh, Demon Slayer, Impractical Jokers"
jrajan,Joshua,Rajan,joshramen,josh@ramen.co,"Squid, Chicken, Pig, Shrimp, Cow",,"Japan, Italy, Ireland, New Zealand, South Korea","Pad Thai, Sushi, Pork Buns, Cheesecake, Chicken Tikka Masala","OMORI, Mother 3, Hades, Enter the Gungeon, Super Smash Bros. Ultimate","A Silent Voice, Spider-Man: Into the Spider-Verse, Kizumonogatari, The Suicide Squad, Weathering With You",,"JavaScript, Java, Python, SML, C++",,"Mob Psycho 100, Kaguya-sama: Love is War, Invincible, Jujutsu Kaisen, Attack on Titan"
jsgeorge,,,,,,,,,,,,,,
junylin,Jun Yi,Lin,jljun,jun0001@cmail.com,"Chicken, pig, fish, shrimp, cow",,"China, Japan, Greek, Italy, France","rice,hotpot, choclate, sushi, pizza",,,"Shine On You Crazy Diamond, Comfortably Numb, Pigs, Time, Echoes","java, python, JavaScript, C, mip",,
justzhang,Justin,Zhang,Justin,justzhang@gmail.com,"cow, pig, lamb, chicken, duck",,,,"Minecraft, Borderlands 2, borderlands 3, battlefield, league of legends ","Knives out, Great Gatsby, Shang Chi, Thor Ragnarok, Hitman's Bodyguard",,"java, javascript, python, c++, ocaml",,"Witcher, Mandalorian, Loki, Arcane, The Falcon and the Winter soldier"
jzkang,Jerry,Kang,jerrykang,abc@xyz.com,"Chickens, Cow, Pig, Fish, Lamb",,"Korea, Sweden, Japan, Norway, Russia","Hamburger, Sushi, Pizza, Fried Chicken, Rice","League of Legends, Escape from Tarkov, Pac Man, Tic Tac Toe, Tetris","Inception, The Hunger Games, Parasite, Forrest gump, John Wick",,"Java, JavaScript, Python, OCaml, C#",,"sherlock, bojack horseman, black mirror, law and order, bigbang theory"
kaiqliang,KaiQi,Liang,kl2023,kl2023@gmail.com,"Cow, Chicken, Pig, Lamb, Duck","Harry Potter and the Prisoner of Azkaban, The Mysterious Benedict Society, The Search for WondLa, Harry Potter and the Sorceror's Stone, Harry Potter and the Chamber of Secrets","Korea, Japan, Singapore, Italy, Iceland","Sushi, Ramen, Soup dumplings, Mango sago, Bread bowl","Overcooked 2, Apex Legends, League of Legends, Dead by Daylight, Valorant","Spy Kids 2, Spy Kids, How to Train Your Dragon 2, Kung Fu Panda 2, Kung Fu Panda",,"Python, Java, C, Javascript, R",,"The Irregular at Magic High School, Busted, Love O2O, The King's Avatar, Hotel Del Luna"
kchetan,,,,,,,,,,,,,,
kecalle,Kevin ,Calle,kecalle,kac123@gmail.com,"chicken, cow, pig, lamb, duck",,"England, Japan, Spain, Korea, France ","Fries, Pizza, Empanadas, Fried Wings, Steak",,,"Wish You Were Here, Time, Dogs, Comfortably Numb, Shine on you crazy diamond","Python, C, Java, Javascript, C#",,
kyyee,Kyle,Yee,kyyee,kyyee@potato.com,"Pig, Chicken, Cow, Lamb, Fish",,,"Rice, Cheeseburger, Chicken Parm, Schnitzel, Sushi","Minecraft, League of Legends, Rocket League, Super Smash Bros, Risk of Rain 2",,,"Python, Java, JavaScript, OCaml, Assmebly",,"Arcane, Friends, Impractical Jokers, The Office, Avatar: The Last Airbender"
lincnguyen,Lincoln,Nguyen,lincolnnguyen18,lincolnnguyen18@email.com,"Cow, Chicken, Pig, Sheep, Goat","Doraemon, Harry Potter, Spice and Wolf, Mushoku Tensei, Mein Kampf","Japan, Germany, Korea, Russia, France","Soylent, Rice, Tofu, Spam, Eggs","BeGone, Dominus, Roblox, Minecraft, Dominus","Doraemon, Harry Potter, Spongebob, Tom and Jerry, Phineas and Ferb","Comfortably Numb, Time, Echoes, Brain Damage, Astronomy Domine","Java, JavaScript, Python, Swift","Giants, Nets, Jets, Steelers, Rangers","Breaking Bad, Dexter, Hannibal, Daredevil, Bojack Horseman"
mbroadbent,Matthew,Broadbent,mattjb01,mattjb@sbu.com,"Chicken, Cows, Pigs, Lamb, Duck",,"Japan, Germany, Korea, France, Sweden",,"League of Legends, Hollow Knight, Valorant, Pokemon, Minecraft",,,"Java, JavaScript, Python, C, Dart",,"Game of Thrones, Avatar: The Last Airbender, Attack on Titan, Stars Align, The Promised Neverland"
meabedin,Mohidul,Abedin,meabedin,mea@sbu.com,"Cow, Chicken, Pig, Sheep, Goat","Inferno, Cloud Atlas, Catch-22, 1984, The Hitchhiker's Guide to the Galaxy","Japan, Sweden, New Zealand, Liechtenstein, South Korea ","Fried Chicken, Ramen, Pho, Sushi, Pizza","Portal 2, Devil May Cry 5, Pokemon Platinum, Batman Arkham City, Path of Exile","The Dark Knight, The Silence of the Lambs, The Prestige, Donnie Darko, Terminator 2","Comfortably Numb, Time, Echoes, Brain Damage, Astronomy Domine","Java, Python, C, Javascript, OCaml","lakers, celtics, patriots, steelers, 49ers","Breaking Bad, Dexter, Hannibal, Daredevil, Bojack Horseman"
mguarrasi,Michael,Guarrasi,mguarrasi,mike@sbu.com,"Pigs, Cows, Rabbits, Fish, Sheep",,"Japan, China, Germany, France, Russia","Pizza, Ramen, Burger, Chocolate, Steak","Destiny, Destiny 2, Minecraft, Teamfight Tactics, Battlefield 1",,,"OCaml, Java, Javacript, Python, C#","Giants, Nets, Jets, Steelers, Rangers","It's Always Sunny In Philidelphia, Arcane, The Blacklist, Schitt's Creek, The Office"
mhcampos,Michael,Campos,Camposm,michael.campos@stonybrook.edu,"Duck,Chicken,Cow,Pig,Rabbit","?,?,?,?,?","?,?,?,?,?","Ramen,Dumplings,Pho,Saltanias,Beet Soup","?,?,?,?,?","?,?,?,?,?","?,?,?,?,?","Java,JavaScript,C/C++,Python,Kotlin","?,?,?,?,?",
michezhu,Michelle,Zhu,mzhu,mzhu@gmail.com,"Cow, Pig, Chicken, Fish, Octupus","And Then There Were None, 11/22/63, The Little Prince, Rebecca, Dream of the Red Chamber ","Japan, Korea, Iceland, Italy, Malaysia","Sushi, Dumplings, Waffles, French Fries, Tacos",,,,"Python, Java, Scala, C#, C++",,
mifukuda,Minato,Fukuda,mifukuda,mifu@sbu.com,"Chicken, Cow, Pig, Salmon, Duck",,,,"Halo 3, Final Fantasy VII, Dishonored, Super Smash Bros. Melee, Persona 5","Inglourious Basterds, Django Unchained, The Death of Stalin, Goodfellas, Casino",,"Python, Java, Ruby, Javascript, Swift",,"The Sopranos, The Wire, Bojack Horseman, Breaking Bad, Arrested Development"
mimtiyaz,Mahir,Imtiyaz,BasedOnWhat421,baseddept@aypaul.com,"Chicken, Cow, Lamb, Turkey, Shrimp",,"Italy, Spain, England, Turkey, UAE","Borgir, French Fries, Pizza, Chili Chicken, Kebab","Red Dead Redemption 2, God of War, Marvel's Spider-Man, Assassin's Creed II, GTA V",,,,,"Daredevil, Breaking Bad, Star Wars: The Clone Wars, Agents of SHIELD, The Mandalorian "
miwchan,,,,,,,,,,,,,,
mmadhira,,,,,,,,,,,,,,
moahsan,,,,,,,,,,,,,,
mohowlader,,,,,,,,,,,,,,
msreeves,Mathilde,Sreeves,msreeves,mat@sbu.com,"?,?,?,?,?","?,?,?,?,?","Japan, Peru, New Zealand, Thailand, Iceland","Sushi, Poke, Burrito, Dumplings, Cookies","?,?,?,?,?","?,?,?,?,?","?,?,?,?,?","Java, Javascript, Python, C, C+","Arsenal, PSG, Real Madrid, Celtic, Bayern Munich","Casa De Papel, Friends, Breaking Bad, Bodyguard, Sherlock"
naahassan,,,,,,,,,,,,,,
nacikoz,Burcu,Acikoz,bacikoz,burcufake@gmail.com,"Chicken, Salmon, Tuna, Cow, Lamb","Martin Eden, Chess Story, Harry Potter, 1984, A Clockwork Orange","Netherlands, Italy, Spain, Germany, France",,,"Interstellar, The Prestige, Inception, Hidden Figures, The Martian",,"Python, JavaScript, Java, C++, OCaml",,
nezheng,Nelson,Zheng,nezheng,Feshy@gmail.com,"Shrimp, Duck, Pig, Chicken, Cow","The Witcher Series, The Percy Jackson Series, Walden, Overlord, The Warrior Cat Series","Sweden, Japan, Germany, Mexico, Australia","Chicken Wings, Sushi, Shrimp Tempura, Breaded Porkchops, Oyakodon","Omori, Stardew Valley, Terraria, Pokemon Unite, Super Smash Bros","In This Corner of the World, The Phantom Menace, Django Unchained, Your Name, Avengers: Endgame",",,,,,","Java, Python, C#, Ocaml, JS",",,,,","The Mandalorian, Witcher, Bojack Horseman, Community, Fate/Zero"
nmenasche,Noah,Menasche,Noahmena,helpivebecomeanemail@gmail.com,"Pig, Chicken, Cow, Shrimp, Squid ","Mistborn, Gentlemen Bastards, Stormlight Archives, A Song of Ice and Fire, The Inheritance Cycle ",,"Pizza, Sushi, Ramen, Fried Chicken Sandwhich, Quesadilla","The Elder Scrolls V: Skyrim, Super Smash Bros. Ultimate, The Binding of Isaac: Rebirth, Pokemon Emerald, Persona 5",,,,,"Avatar: The Last Airbender, Naruto, 30 Rock, Community, Ted Lasso"
nochen,Noah,Chen,nochen,noah.chen@aol.com,"Pig, Cow, Chicken, Fish, Squid",,,,"Final Fantasy XIV, Animal Crossing: New Horizons, Minecraft, Super Smash Brothers Ultimate, Fire Emblem: Three Houses",,,"Python, Javascript, Java, C#, C++","Knicks, Warriors, Angels, Thunder, Kings","Avatar: The Last Airbender, Young Justice, Justice League Unlimited, Star Wars: The Clone Wars, Arcane"
nreza,,,,,,,,,,,,,,
onwaduwa,Okuchukwu,Nwaduwa,noku,gooutsideandtouchgrass@gmail.com,"Chicken, Salmon, Beef, Goat, Pig",,,"Jollof Rice, Bacon, Burrito, Donuts, Chicken Wings ","Super Smash Bros Ultimate, Spelunky 2, Splatoon 2, Super Mario Galaxy 2,Terraria",,,"Python, Ruby, Javascript, Java, C++",,"Bungou Stray Dogs, Baccano, Hunter X Hunter, Monogatari, A Certain Scientific Railgun"
pafan,Patrick,Fan,Cyfurion,cyfurion@gmail.com,"Cow, Lamb, Duck, Pig, Chicken",,"Luxembourg, Sweden, Japan, Iceland, Canada",,"Minecraft, Stellaris, osu!, Sekiro: Shadows Die Twice, EVE Online",,,"Java, Python, JavaScript, C++, C",,"Person of Interest, Arcane, Suits, Avatar: The Last Airbender, Rick and Morty"
pekogan,Paul,Kogan,pol,p@o.l,"Salmon, tuna, yellowtail, mackerel, dolphinfish","The Time Machine, The Wonderful Visit, The Island of Doctor Moreau, The Wheels of Chance, The Invisible Man ","Switzerland, Liechtenstein, Austria, Poland, Czech Republic","Cow cheese, goat cheese, sheep cheese, yogurt, banana","The need for speed, need for speed ii, need for speed iii: hot pursuit, need for speed: high stakes, need for speed: porsche unleashed",,,,,
phliu,Philip,Liu,phliu,phliu@gmail.com,"Chicken, Cow, Salmon, Pig, Duck",,"Japan, Korea, France, Italy, Spain","Sushi, Steak, Curry Chicken, Mashed Potatoes, Scrambled Eggs",,,,"Java, Python, JavaScript, C, C++",,"The Flash, The Originals, Vampire Diaries, Arrow, Criminal Minds"
ptwalsh,Peter,Walsh,PeteyLumpkins,peteylumpkins@gmail.com,"Turkey, Chicken, Cow, Pig, Kangeroo",,,,"Metro Exodus, Halo Infinite, Destiny, Dishonored 2, Minecraft","Revenge of the Sith, Empire Strikes Back, New Hope, Return of the Jedi, Rogue One",,"Python, Java, Javascript, C++, C",,"Star Wars the Clone Wars, The Mandilorian, The Witcher, Star Wars Rebels, Book of Boba Fett"
qdeman,Quinten,De Man,quintendeman,quinten.deman@mckenna.com,"Lamb, Fish, Chicken, Pig, Cow",,,"Zucchini, Wings, Spinach, Cheese, Avocado","Minecraft, Dark Souls, Destiny, Halo, Wii Sports",,,"Python, Java, MATLAB, Javascript, Lua",,"One Piece, Avatar, Naruto, Game of Thrones, Attack on Titan"
qjafri,Qamber,Jafri,qjafri,bsmalls@gmail.com,"Chicken, beef, lamb, salmon, goat","1984, grapes of wrath, godel escher bach, flash boys, the catcher in the rye","Switzerland, Iran, Japan, China, Korea,","Pizza, nihari, biryani, pasta, chick peas","super smash brother melee, skyrim, halo 3, halo reach, league of legends","The godfather, dune,  interstellar, parasite, rush hour 2","money, time, brain damage, eclipse, wish you were here","C, Haskell, Java, Python, TypeScript","Lakers, Giants, Yankees, Jets, Bills","The Sopranos, Breaking Bad, Curb Your Enthusiasm, It's Always Sunny in Philadelphia, Better Call Saul"
rdhillon,Rahul,Dhillon,rdhillon,rahul@sbu.com,,"Cosmos, The Giver, Atomic Habits, Diary of a Wimpy Kid, Great Expectations","Japan, Korea, Singapore, Sweden, Finland","Sushi, Ramen, Poke, Burrito, Pasta","Dark Souls, Undertale, Pokemon Platinum, Pokemon HGSS, Super Smash Bros. Ultimate",,,"Python, Java, C++, C, JavaScript",,
richchan,Richard,Chan,richchan,chanr@email.com,"Shrimp, Fish, Chicken, Pig, Cow",,"China, France, Japan, Ireland, Italy",,"Destiny 2, Rivals of Aether, Project M, Team Fortress 2, Celeste",,,"Java, JavaScript, Python, C++, C",,"Code Lyoko, American Dad, South Park, Invader Zim, Inside Job"
rogcheng,Roger,Cheng,rogcheng,abc123@gmail.com,"Cow, Pig, Chicken, Donkey, Lobster",,,"Macaroni, Fried Chicken, Guacamole, Sushi, Ramen",,"Iron Man 1, Iron Man 2, Batman vs. Superman, Avengers End Game, Shang Chi",,"TypeScript, Scheme, Lisp, Chicken, Python","Golden State Warriors, Seattle Mariners, New York Yankees, Boston Celtics, New England Patriots",
rokenia,Roshan,Kenia,rokenia,rokenia@gmail.com,,,"Japan, Turkey, Germany, Netherlands, Madagascar",,"Pokemon, Call of Duty, Minecraft, Rust, Mario Kart",,,"Python, Java, Javascript, MATLAB, R","New York Yankees, Baltimore Ravens, Alabama Crimson Tide, Oregon Ducks, Georgia Bulldogs","One Piece, Narcos, Peaky Blinders, Rick and Morty, Naruto"
rrychlak,Ryan,Rychlak,rrychlak,gmail@gmail.com,"Cow, Chicken, Pig, Horse, Lamb","The Cuckoo's Egg, The Lorax, Things to Make and Do in the Fourth Dimension, Who's Bigger?, The Life and Death of The Mckilla Gorilla","UK, Ireland, Japan, Switzerland, Colombia","Steak, Broccoli, Noodles, Cereal, Pizza","Skate 3, Terraria, Roller Coaster 3, MW3, Skyrim","Captain America: Civil War, Dodgeball, Dumb and Dumber, Superhero Movie","I, don't, know, any, sorry","Brainfsck, OCAML, Scratch, Rython, Javascript","Packers, Bucks, Brewers, 49ers, Rams","Family Guy, Rick and Morty, Joe Pera Talks with You, Big Bang Theory, Spongebob"
ruibxu,Ruibo,Xu,ruibxu,ruiboxu@gmail.com,"Fish, Chicken, cow, pig, duck",,"China, Korea, Japan, France, Italy ","Rice, Pizza, ramen, pancakes, pasta","League of Legends, CSGO, GTA V, Dark souls 3, Minecraft",,,"Java, Python, Javascript, C++, C","Los Angeles Lakers, Brooklyn Nets, Golden State Warriors, New York Knicks, New York Yankees",
ruisun,Ruipeng,Sun,passage,10086@qq.com,"Salmon, tuna, yellowtail, mackerel, dolphinfish","Jack Reacher, The Mark, Harry Potter, Twilight, Lovely Bones","Czech Republic, France, India, Germany, New Zealand","Chicken Parmesean, Lasagna, Stuffed Shells, Chicken Pot Pie, Tater Tots","Minecraft, Super Smash Bros, Toon Town, Club Penguin, Valorant","Inception, Beautiful Mind, The Pursuit of Happyness, Home Alone, Seven Pounds",,"Python,Java, Javascript, C++,C","New York Giants, New York Yankees, New York Jets, New York Knicks, New York Rangers","Arcane, The Sopranos, Community, Seinfeld, JoJo's Bizzare Adventure"
ruqiu,Runkai,Qiu,ruqiu,333@gmail.com,"Cow, chicken,Pig,Fish,Duck",,"China, Netherland,Japan, France, German","Rice, noodle, Soup, Steak, Vegatable","Breath of zeld, Super Mario, league of legend, Xenoblade, Super Smash Bro ",,,"Python,Java, Javascript, C++,C",,
saihaque,Saiful,Haque,sh,sh@mail.com,"Chicken, Human, Bat, Snake, Lizard","The Skin Collector, The Bone Collector, Kite Runner, Thousand Splendid Suns, The Stranger","Netherland, Japan, France, Germany, UK","Rice, Ground Chicken, Lasagna, Bread, Salad",,,,"Python, Java, Rust, C, Javascript",,
sakotagiri,,,,,,,,,,,,,,
samekhan,Sameer,Khan,samekhan,sameereal@gmail.com,"Chicken, Cow, Lamb, Salmon, Tuna",,"Russia, Japan, Norway, Brazil, Korea",,"League of Legends, Genshin Impact, Valorant, Pokemon, Super Smash Bros","Spiderman: No Way Home, Spiderman: Far From Home, Spiderman: Into the Spiderverse, Spiderman 2, Spiderman 3",,,"Toronto Raptors, New York Knicks, Los Angeles Lakers, Chicago Bulls, Brooklyn Nets",
savishwanath,Sabareesh,Vishwanathan,savishwanath,savishwanath@gmail.com,"?, ?, ?, ?, ?","?, ?, ?, ?, ?","Spain, Italy, Malaysia, Japan, Australia","Pizza, Rice, Noodles, Mac and Cheese, Cereal","?, ?, ?, ?, ?","Thor: Ragnarok, Iron Man, Inception, Captain America, Avengers: Infinity War","?, ?, ?, ?, ?","Python, Java, Ruby, Javascript, MIPS ","New York Knicks, West Ham United, New York Mets, New York Jets, Real Madrid","?, ?, ?, ?, ?"
sbozin,Srdjan,Bozin,sbozin,sbozin@gmail.com,"Chicken, Fish, Lamb, Pig, Cow",,"Japan, Egypt, Brazil, Mexico, Burma","Pizza, Cereal, Pasta, Sushi, Steak","Minecraft, Super Smash Bros, Toon Town, Club Penguin, Valorant",,,"JavaScript, Java, Python, C, C++",,
shaakhan,Shaan,Khan,shaakhan,ilovemydog@dog.com,"Lamb, Chicken, Cow, Pig, Turkey","1984, Farenheit 451, Harry Potter and the Deathly Hallows, White Fang, The Tender Bar","Czech Republic, France, India, Germany, New Zealand","Combo over rice, Leek soup, Klobasa, burger, sushi","C&C Red Alert 2, C&C Red Alert 3, Rocket League, Battlefield 4, PUBG","Star Wars: Episode 5, The Godfather part 2, The Shawshank Redemption, Star Wars: Episode 6, Interstellar","Dogs, Fearless, Have a Cigar, Marooned, Mother","C, Python, Java, Javascript, Dart","New York Yankees, New York Giants, Czech Republic national football team, United States national football team, New York Knicks ","Sherlock, Tom and Jerry, Friends, Squid Game, Rick and Morty"
shachakrabar,Shaonli,Chakrabarti,shachakrabar,shachakrabar@gmail.com,"Fish, Chicken, Pig, Beef, Duck",,"Japan, Korea, Ireland, Italy, Russia","Pizza, Bread, Icecream, Sweet Potato, Chocolate","Breath of the Wild, Skyrim, Super Smash Bros, Witcher 3, Mario Kart","Inception, Beautiful Mind, The Pursuit of Happyness, Home Alone, Seven Pounds","Another Brick in the Wall, Comfortable Numb, Shine on You Crazy Diamond, See Emily Play","Java, Javascript, Python, C++, C"," Kansas City Chiefs, Golden State Warriors, New England Patriots, LA Rams, New Orleans Saints","Friends, The Office, Shark Tank, Orange is the New Black, Gilmore Girls"
shugchen,,,,,,,,,,,,,,
srwalker,Sydney,Walker,srwalker,s_walker@gmail.com,"Chicken, cow, pig, salmon, tilapia","Jack Reacher, The Mark, Harry Potter, Twilight, Lovely Bones","Spain, Portugal, Italy, Germany, France","Chicken Parmesean, Lasagna, Stuffed Shells, Chicken Pot Pie, Tater Tots","Dominion, Dungeons and Dragons, Munchkin, Star Realms, Catan","The Maze Runner, The Girl on the Train, Midnight Sun, Free Guy, Instant Family","Wish You Were Here, Learning to Fly, Time, Hey You, Money","Python, Java, Javascript, Ruby, OCaml","New York Giants, New York Yankees, New York Jets, New York Knicks, New York Rangers","Orange is the New Black, Shameless, Yellowstone, In The Dark, Wentworth "
staxu,Starr,Xu,staxu,sx@fakemail.com,"Pig, Chicken, Cow, Fish, Shrimp",,"Germany, Japan, Iceland, Russia, England",,"Dark Souls, Skyrim, Bloodborne, Sekiro, Undertale","The Lord of the Rings: The Return of the King, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, Avengers: Infinity War, Soul","Time, Us and Them, Money, Comfortably Numb, High Hopes","C++, Java, Python, C, GolfScript",,
